Term	ID	Genes	Adj.pvalue	Enrichment
positive regulation of signal transduction	GO:0009967	ACKR3 AGPAT1 AKAP12 ANKRD1 AUTS2 BMP8B BST2 C1QTNF1 CD24 CD36 CD4 CDH3 CHI3L1 CRLF1 CSNK2B CSPG4 CTSC DCN EPHA4 F2R FGF1 FGF7 FLT1 FZD4 FZD7 GAS6 GJA1 HES1 HGF HIC1 HMOX1 HSPA1A IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGB3 JAG1 JPH2 JUP LASP1 LOXL3 LPAR1 MYOCD NLRC5 NOTCH1 PDGFC PDGFRB PSME2 PTGIS RASGRP1 RBPJ RELN SCUBE3 SLC9A3R1 SOX11 SOX4 SPHK1 SULF1 SULF2 TGFB2 UNC5B VEGFA WNT16 ZNF423	0.000331366929691998	0.0458904109589041
positive regulation of peptidyl-tyrosine phosphorylation	GO:0050731	CD24 CD36 CD4 CRLF1 CSPG4 ENPP2 EPHA4 FGF7 GAS6 HES1 HGF IGF2 ITGA5 ITGB3 RELN VEGFA	0.000372015439028227	0.0952380952380952
glycosaminoglycan catabolic process	GO:0006027	ACAN CEMIP CSPG4 DCN GALNS GPC6 LUM PRELP SDC1 SDC2	0.000375246746972516	0.161290322580645
positive regulation of phosphorylation	GO:0042327	ACKR3 BMP8B C1QTNF1 CD24 CD36 CD4 CEMIP CENPE CHI3L1 CLU CRLF1 CSNK2B CSPG4 ENPP2 EPHA4 F2R FAM129A FAM20A FGF1 FGF7 FLT1 FZD4 FZD7 GAS6 HES1 HGF HSPA2 IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGA6 ITGB3 KCTD20 LPAR1 NOTCH1 PDGFC PDGFRB RASGRP1 RELN SMYD3 SPHK1 TGFB2 TRPC6 VEGFA VLDLR WNT16	0.000375246746972516	0.0513626834381551
myoblast differentiation	GO:0045445	ANKRD1 IGFBP3 ILK JAG1 MYOCD NOTCH1 PITX1 RBPJ SDC1 TBX2 TBX3	0.000437040258188766	0.134146341463415
platelet activation	GO:0030168	C1QTNF1 CD9 CSRP1 F2R GAS6 HSPB1 ILK ITGB3 ITPR3 MYL9 PRKG1 RAC2 SERPINE2 THBD TRPC6 VCL	0.000499984560640633	0.101910828025478
positive regulation of protein phosphorylation	GO:0001934	ACKR3 BMP8B C1QTNF1 CD24 CD36 CD4 CEMIP CENPE CHI3L1 CLU CRLF1 CSNK2B CSPG4 ENPP2 EPHA4 F2R FAM129A FAM20A FGF1 FGF7 FLT1 FZD4 FZD7 GAS6 HES1 HGF HSPA2 IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGB3 LPAR1 NOTCH1 PDGFC PDGFRB RASGRP1 RELN SMYD3 SPHK1 TGFB2 TRPC6 VEGFA VLDLR WNT16	0.000515266774031893	0.0514223194748359
cardiac right ventricle morphogenesis	GO:0003215	JAG1 NOTCH1 PPP1R13L SEMA3C SOX4 TGFB2	0.000566235442813805	0.315789473684211
blood coagulation	GO:0007596	A2M C1QTNF1 CD36 CD9 CSRP1 F2R FBLN1 GAS6 HSPB1 ILK ITGB3 ITPR3 MYL9 PAPSS2 PDGFC PRKG1 RAC2 SERPINB2 SERPINE2 TFPI TFPI2 THBD TRPC6 VCL	0.000578196167196314	0.0695652173913043
gland morphogenesis	GO:0022612	FGF7 HGF ID4 NFIB NOTCH1 PLXND1 PTN SEMA3C SLC9A3R1 SULF1 SULF2 TBX2 TBX3 TGFB2	0.000582150528656147	0.117647058823529
muscle cell development	GO:0055001	ANKRD1 CFL2 DDX39B DMD DNER FHOD3 HES1 KRT19 LDB3 LMOD1 NOTCH1 PDGFRB SDC1 SMYD3 TBX3 VEGFA	0.000582150528656147	0.105263157894737
glomerular filtration	GO:0003094	F2R GAS6 GJA1 MCAM SULF1 SULF2	0.000605733243927653	0.285714285714286
gliogenesis	GO:0042063	CD9 CLU CSPG4 DNER EPHA4 HES1 ID4 ILK LAMA2 LPAR1 NFIB NOTCH1 PENK PTN RELN SERPINE2 SOX11 SOX4 TGFB2 TRPC4 TSPAN2	0.000618406622851498	0.084
regulation of cell differentiation	GO:0045595	ADAMTS12 AJAP1 ANKRD1 B2M CAMK1D CD24 CD36 CD4 CMKLR1 CRABP2 CXCL12 DDX39B DPYSL3 EPHA4 FAM20C FBLN1 FLRT2 FZD7 GAS6 GBP1 GDNF HES1 HEYL HGF ID4 IFITM1 IGF2 IGFBP3 ILK INHBA ITGB3 JAG1 LOXL3 LPAR1 LRRC17 MAF MEIS2 MYL9 MYOCD NBL1 NDNF NOTCH1 NOTCH3 PBX1 PLXNA2 PLXND1 POSTN PPP1R13L PSME2 PTN RARB RASGRP1 RBM24 RBPJ RELN RUNX1T1 S100A10 SDC2 SEMA3C SERPINE2 SIK1 SMOC1 SOX11 SPP1 STAT1 TBX3 TENM3 TGFB2 TRIB3 TRPC6 TRPS1 TRPV2 VEGFA VLDLR	0.000621778092968528	0.0450121654501217
regulation of angiogenesis	GO:0045765	ADM2 CHI3L1 COL4A2 DCN ENPP2 FGF1 FLT1 HGF HMOX1 HSPB1 ITGA5 NOTCH1 PLXND1 PTGIS PTN SPHK1 STAT1 SULF1 VEGFA	0.000621778092968528	0.0833333333333333
coagulation	GO:0050817	A2M C1QTNF1 CD36 CD9 CSRP1 F2R FBLN1 GAS6 HSPB1 ILK ITGB3 ITPR3 MYL9 PAPSS2 PDGFC PRKG1 RAC2 SERPINB2 SERPINE2 TFPI TFPI2 THBD TRPC6 VCL	0.000648801757212592	0.0687679083094556
embryonic organ development	GO:0048568	ALDH1A3 CELSR1 COL11A1 FOXE1 HES1 IGF2 KRT19 LRIG3 MFAP2 NES NOTCH1 NR2F2 PBX1 PHLDA2 PLCD1 PPP1R13L RARB RBP4 RBPJ SLC9A3R1 SOX11 TBX2 TBX3 TCF7 TGFB2 VEGFA VPS52 WNT16	0.000652577513669713	0.0663507109004739
digestive tract development	GO:0048565	CLMP FOXE1 HES1 ITGA6 MYOCD NOTCH1 OXTR PDGFC RARB SOX11 TBX2 TCF7 TGFB2 VPS52	0.000675068713868962	0.110236220472441
hemostasis	GO:0007599	A2M C1QTNF1 CD36 CD9 CSRP1 F2R FBLN1 GAS6 HSPB1 ILK ITGB3 ITPR3 MYL9 PAPSS2 PDGFC PRKG1 RAC2 SERPINB2 SERPINE2 TFPI TFPI2 THBD TRPC6 VCL	0.000683411333144785	0.0685714285714286
glycosaminoglycan metabolic process	GO:0030203	ACAN CEMIP CHSY3 CSPG4 DCN GALNS GALNT5 GPC6 HGF HS3ST3B1 LUM NDNF PDGFRB PRELP SDC1 SDC2	0.000691984163418587	0.10062893081761
regulation of cell death	GO:0010941	AATF ACKR3 ADAMTSL4 ALDH1A3 AMIGO2 ANKRD1 ARNT2 ATF5 BMP8B CAMK1D CD36 CLU COL18A1 COMP CRLF1 CTSC CXCL12 DAPK1 DDIT4 EYA2 F2R GAS6 GDNF HGF HMOX1 HSPA1A HSPB1 IER3 IFI6 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGA6 KCNK2 KCNMA1 KRT18 LGMN LPAR1 MMP3 MYOCD NDNF NES NOTCH1 PDGFRB PLEKHG2 PTGIS PTN RARB RASSF3 RPS6KA2 SERPINB2 SIK1 SLC25A4 SLC9A3R1 SOX11 SOX4 SPHK1 STAT1 TBX3 TCF7 TGFB2 TRIM2 UNC5B VEGFA WISP1 WISP2 WNT16	0.000739206383253249	0.0436985433818873
interferon-gamma-mediated signaling pathway	GO:0060333	B2M GBP1 GBP2 HLA-A HLA-B HLA-C NLRC5 OAS2 OAS3 STAT1 VCAM1	0.000756269071929865	0.123595505617978
cell-substrate adhesion	GO:0031589	ADAMTS12 AJAP1 CD36 COL5A3 FBLN1 FZD4 FZD7 GAS6 GBP1 ILK ITGA1 ITGA11 ITGA5 ITGA6 ITGA7 ITGB3 NDNF NOTCH1 POSTN PTN RAC2 S100A10 VCAM1 VCL VEGFA	0.000756269071929865	0.0809061488673139
epithelial cell proliferation	GO:0050673	CDH3 COL8A2 CXCL12 FGF1 FGF7 FZD7 GJA1 HES1 HMOX1 IGFBP3 ITGB3 NFIB NOTCH1 NR2F2 NRP2 PTN SOX11 STAT1 SULF1 SULF2 TGFB2 VEGFA WFDC1 WNT16	0.000773171601321023	0.0703812316715543
regulation of protein kinase activity	GO:0045859	CBLB CD24 CD4 CEMIP CENPE CHI3L1 CLU CSNK2B CSPG4 DCN EPHA4 F2R FAM20A FGF1 FLRT2 FLT1 FZD4 GAS6 HGF HSPA2 HSPB1 IGF2 ILK ITGA1 ITGB3 LPAR1 LRRC15 MYOCD NR2F2 PDGFC PDGFRB PODNL1 RAC2 RASGRP1 RELN RGS4 SLC9A3R1 SMYD3 TGFB2 TRIB3 VEGFA VLDLR	0.000773171601321023	0.0551181102362205
cell growth	GO:0016049	AUTS2 BST2 CDA CRABP2 CXCL12 DDX39B EPB41L3 FHL1 GJA1 HSPA1A IGFBP3 ILK INHBA ITGB3 MYOCD NDNF NRP2 PAPPA2 PLXNA2 POSTN SERPINE2 SPHK1 SPP1 TGFB2 TMEM97 TRPV2 VCL VEGFA WFDC1 WISP1 WISP2	0.000782331412740467	0.0665236051502146
regulation of hormone levels	GO:0010817	ALDH1A3 BACE2 C1QTNF1 CACNA1A CCKAR CORIN CPE CRABP2 DHRS3 DIO2 DPP4 EPHA5 FOXE1 FZD4 GCNT4 GJA1 HSD17B6 INHBA ITPR3 MME RBP4 RDH5 SLC25A4 SOX11 SOX4 SPP1 SYT7 TBX3 TRH	0.000784006399741668	0.0605427974947808
regulation of kinase activity	GO:0043549	CBLB CD24 CD4 CEMIP CENPE CHI3L1 CLU CSNK2B CSPG4 DCN EPHA4 F2R FAM20A FGF1 FLRT2 FLT1 FZD4 GAS6 HGF HSPA2 HSPB1 IGF2 ILK ITGA1 ITGB3 LDB2 LPAR1 LRRC15 MYOCD NLRC5 NR2F2 PDGFC PDGFRB PODNL1 RAC2 RASGRP1 RELN RGS4 SLC9A3R1 SMYD3 TGFB2 TRIB3 VEGFA VLDLR	0.000813711467355883	0.0539877300613497
response to interferon-gamma	GO:0034341	B2M BST2 DAPK1 GBP1 GBP2 HLA-A HLA-B HLA-C IFITM1 NLRC5 OAS2 OAS3 STAT1 VCAM1	0.000813711467355883	0.0853658536585366
regulation of body fluid levels	GO:0050878	A2M C1QTNF1 CD36 CD9 CSRP1 F2R FBLN1 FLG GAS6 GJA1 HEG1 HSPB1 ILK ITGB3 ITPR3 MYL9 OXTR PAPSS2 PDGFC PRKG1 RAC2 SERPINB2 SERPINE2 TFPI TFPI2 THBD TRPC6 VCL VEGFA WNK4	0.000813711467355883	0.06
cell chemotaxis	GO:0060326	CAMK1D CMKLR1 CXCL12 FGF1 FLT1 GAS6 HGF HSPB1 IL16 ITGA1 LPAR1 NBL1 NOTCH1 PDGFRB RAC2 TGFB2 VCAM1 VEGFA	0.000813711467355883	0.0689655172413793
positive regulation of phosphatidylinositol 3-kinase signaling	GO:0014068	DCN F2R FLT1 HGF PDGFC PDGFRB RELN TGFB2 UNC5B WNT16	0.00082758385471049	0.153846153846154
neuron development	GO:0048666	ANKRD1 ATF5 AUTS2 B2M CAMK1D CCKAR CRABP2 CXCL12 DHFR DOCK10 DPYSL3 EFHD1 EPB41L3 EPHA4 EPHA5 ETV1 FLRT2 GDNF GJA1 HES1 HGF ILK ITGA1 LAMA2 LPAR1 NBL1 NDNF NEFM NFIB NOTCH1 NRP2 NRXN3 PLXNA2 PLXND1 POSTN PRKG1 PTN RELN SDC2 SEMA3B SEMA3C SLC9A3R1 SPP1 TENM2 TENM3 TGFB2 TRPC6 TRPV2 TSPAN2 UNC5B VASP VCL VEGFA VLDLR	0.00082758385471049	0.0546558704453441
renal filtration	GO:0097205	F2R GAS6 GJA1 MCAM SULF1 SULF2	0.00082758385471049	0.272727272727273
glycosaminoglycan biosynthetic process	GO:0006024	ACAN CEMIP CHSY3 CSPG4 DCN GALNT5 GPC6 HS3ST3B1 LUM PDGFRB PRELP SDC1 SDC2	0.000832473551195853	0.119266055045872
negative regulation of cell motility	GO:2000146	ARHGDIB BST2 CSNK2B CXCL12 CYGB DCN DPYSL3 FBLN1 HMOX1 IFITM1 IGFBP3 ILK MYOCD NBL1 NOTCH1 NR2F2 PTN SLC9A3R1 SULF1 VCL	0.000858027315780797	0.0840336134453782
cell morphogenesis involved in differentiation	GO:0000904	AUTS2 CCKAR COL18A1 CRABP2 CXCL12 DOCK10 EPHA4 EPHA5 ETV1 FBLN1 FLRT2 FZD4 FZD7 GBP1 GDNF HEG1 HES1 ILK ITGB3 LAMA2 NFIB NOTCH1 NRP2 NRXN3 PLXNA2 PLXND1 POSTN RELN S100A10 SDC2 SEMA3B SEMA3C SLC9A3R1 SPP1 TRPC6 TRPV2 UNC5B VASP VCL VEGFA VLDLR	0.00087038561801824	0.0630769230769231
ossification	GO:0001503	ALPL BMP8B CLEC3B COL11A1 DHRS3 FAM20C HGF ID4 IFITM1 IGF2 IGFBP3 ILK ITGA11 JAG1 MMP2 MN1 NOTCH1 PBX1 PENK PTN RBPJ SMOC1 SOX11 SPP1 TGFB2	0.000875150972270277	0.0683060109289618
keratinization	GO:0031424	CDH3 DSG2 DSP FLG JUP KRT14 KRT18 KRT19 KRT34 KRT7 KRT81 PPL	0.000885566946123624	0.0533333333333333
respiratory system development	GO:0060541	ALDH1A3 CELSR1 CHI3L1 FGF1 FGF7 FGFRL1 HEG1 HES1 LOXL3 MYOCD NFIB NOTCH1 PDGFRB PTN RBP4 RBPJ SOX11 VEGFA	0.000885566946123624	0.0923076923076923
regulation of growth	GO:0040008	BST2 CD36 CDA CRABP2 CXCL12 DDX39B EPB41L3 FHL1 FOXS1 GAS6 GJA1 HSPA1A IGFBP3 ILK INHBA KCNK2 LGMN MYOCD NEDD9 NOTCH1 PAPPA2 PHLDA2 PLXNA2 RBP4 RBPJ SERPINE2 SPHK1 SPP1 TBX2 TGFB2 TMEM97 TRPV2 VEGFA WFDC1 WISP1 WISP2	0.000885566946123624	0.0580645161290323
positive regulation of cell differentiation	GO:0045597	ANKRD1 CAMK1D CD24 CD36 CD4 CMKLR1 CRABP2 CXCL12 DDX39B DPYSL3 EPHA4 FAM20C GAS6 GDNF HES1 HEYL HGF ID4 IFITM1 IGFBP3 ILK INHBA JAG1 LPAR1 MYOCD NBL1 NDNF NOTCH1 PLXND1 PPP1R13L PTN RARB RASGRP1 RBPJ RELN S100A10 SEMA3C SERPINE2 SOX11 STAT1 TENM3 TGFB2 TRPC6 TRPV2 VEGFA VLDLR	0.000895806852275516	0.0533642691415313
glomerulus development	GO:0032835	ACTA2 CD24 HES1 HEYL JAG1 NOTCH1 NOTCH3 PDGFRB SULF1 SULF2	0.000919523114799334	0.158730158730159
keratinocyte differentiation	GO:0030216	CDH3 DSG2 DSP FLG JAG1 JUP KRT14 KRT18 KRT19 KRT34 KRT7 KRT81 NOTCH1 PPL RBPJ WNT16	0.00105288442173594	0.0535117056856187
supramolecular fiber organization	GO:0097435	ANKRD1 CAPG CD36 CFL2 CLU COL11A1 COL12A1 COL5A3 CXCL12 DPYSL3 DSP FHOD3 HSPA1A ILK KRT14 KRT19 LDB3 LMOD1 LOXL3 LPAR1 LTBP2 LUM MFAP5 NEDD9 NEFM PDGFRB PDLIM3 PLEKHG2 RAC2 S100A10 SYNPO2 TGFB2 TNXB TPM2 VASP	0.00114482780695406	0.0631768953068592
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	GO:0002480	B2M HLA-A HLA-B HLA-C	0.00116042769061768	0.444444444444444
phosphatidylinositol 3-kinase signaling	GO:0014065	DCN F2R FLT1 HGF IER3 PDGFC PDGFRB RASGRP1 RELN SERPINE2 SLC9A3R1 TGFB2 UNC5B WNT16	0.00119468180651312	0.112903225806452
negative regulation of cell migration	GO:0030336	ARHGDIB BST2 CSNK2B CXCL12 CYGB DCN DPYSL3 HMOX1 IFITM1 IGFBP3 ILK MYOCD NBL1 NOTCH1 NR2F2 PTN SLC9A3R1 SULF1 VCL	0.00119869406330287	0.0852017937219731
collagen catabolic process	GO:0030574	COL11A1 COL12A1 COL18A1 COL4A1 COL4A2 COL5A3 COL8A2 MMP1 MMP2 MMP3	0.00122803915785664	0.149253731343284
regulation of peptidyl-tyrosine phosphorylation	GO:0050730	CBLB CD24 CD36 CD4 CRLF1 CSPG4 ENPP2 EPHA4 FGF7 GAS6 HES1 HGF IGF2 ITGA5 ITGB3 PDGFC RELN VEGFA	0.00123025837234319	0.079646017699115
digestive system development	GO:0055123	CLMP FOXE1 HES1 ITGA6 MYOCD NOTCH1 OXTR PDGFC RARB SOX11 TBX2 TCF7 TGFB2 VPS52	0.00123025837234319	0.100719424460432
ventricular cardiac muscle tissue development	GO:0003229	COL11A1 DSG2 DSP HEG1 NOTCH1 PPP1R13L RBPJ TBX3 TGFB2	0.00123025837234319	0.169811320754717
regulation of cardiac muscle tissue development	GO:0055024	DDX39B FZD7 GJA1 JPH2 KCNK2 MYOCD NOTCH1 RBP4 RBPJ TBX2	0.00124639403688621	0.144927536231884
tube morphogenesis	GO:0035239	ADAMTS12 CELSR1 COL4A1 CSNK2B EDNRA EPHA4 FGF1 GDNF HES1 ILK KIF26B NFIB NOTCH1 PBX1 PLXND1 RBPJ SOX11 SOX4 TBX2 TBX3 TCF7 TGFB2 VASP VEGFA WNK4	0.00132749307996432	0.0722543352601156
positive regulation of BMP signaling pathway	GO:0030513	HES1 ILK NOTCH1 RBPJ SOX11 SULF1 ZNF423	0.00135791935023344	0.21875
transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	ADAMTS12 CBLB CD4 CDH3 COL4A1 COL4A2 CSPG4 DCN DDIT4 EPHA4 EPHA5 FAM20C FGF1 FGF7 FGFRL1 FLRT2 FLT1 FZD4 HGF HSPB1 IGF2 IGFBP3 ITGA1 ITGA5 ITGB3 LGMN MMP2 MYOCD NRP2 PDGFC PDGFRB PID1 RBPJ SDC2 SESN3 SLC9A3R1 SULF1 SULF2 VEGFA	0.00141293973594798	0.0577777777777778
epithelial tube morphogenesis	GO:0060562	ADAMTS12 CELSR1 COL4A1 CSNK2B EDNRA EPHA4 FGF1 GDNF HES1 ILK KIF26B NOTCH1 PBX1 PLXND1 RBPJ SOX11 SOX4 TBX2 TBX3 TGFB2 VASP VEGFA WNK4	0.00144728456159418	0.0744336569579288
glial cell differentiation	GO:0010001	CD9 CLU DNER EPHA4 HES1 ID4 ILK LAMA2 LPAR1 NFIB NOTCH1 RELN SERPINE2 SOX11 SOX4 TRPC4 TSPAN2	0.00145864911026047	0.0913978494623656
regulation of molecular function	GO:0065009	A2M ADM2 ARHGDIB B2M BEX1 BMP8B BST2 CAMK1D CBLB CD24 CD36 CD4 CDH3 CEMIP CENPE CHI3L1 CLU CMKLR1 CRLF1 CSNK2B CSPG4 CXCL12 CYGB DAPK1 DCN DHFR DMD DOCK10 EDNRA ELFN1 EPHA4 EPHA5 F2R FAM20A FBLN1 FGF1 FGF7 FHL1 FLRT2 FLT1 FOXS1 FZD4 GAS6 GDNF GJA1 GREM2 HES1 HEYL HGF HMOX1 HSPA1A HSPA2 HSPB1 IFI6 IGF2 IGFBP3 IL16 ILK INHBA ITGA1 ITGA6 ITGB3 JAG1 JPH2 JUP KCNMB1 LDB2 LPAR1 LRRC15 MYOCD NBL1 NES NLRC5 NOTCH1 NR2F2 OAS3 PALM PDGFC PDGFRB PENK PHLDA2 PLEKHG2 PLXND1 PODNL1 PPP1R11 PPP1R14A PRKG1 PSME2 PTGIS PTN RAC2 RASGRP1 RELN RGS4 RGS5 S100A10 SERINC2 SERPINA9 SERPINB2 SERPINE2 SIK1 SLC9A3R1 SMYD3 SOX11 SPHK1 SPP1 TBC1D3C TBC1D3D TFPI TFPI2 TGFB2 TPM2 TRH TRIB3 TRPC6 VEGFA VLDLR WFDC1 WNK4	0.00146514731456371	0.036491873658387
extracellular matrix disassembly	GO:0022617	A2M ACAN ADAMTS5 DCN DPP4 ELN MMP1 MMP2 MMP3 SCUBE3 SPP1	0.00151281793676783	0.125
reproductive structure development	GO:0048608	BRIP1 DCN FZD4 GJA1 HES1 ID4 IGF2 INHBA ITGB8 KRT19 MYOCD NOTCH1 NR2F2 PDGFRB PHLDA2 PLCD1 PTGIS RBP4 RBPJ SDC1 SERPINE2 SPP1 SULF1 TBX3 TCF7 TGFB2 VEGFA	0.00154207462046465	0.0630841121495327
sensory organ development	GO:0007423	ALDH1A3 CELSR1 COL11A1 COL4A1 COL8A2 FZD4 HES1 INHBA JAG1 KCNK2 LRIG3 MAB21L2 MAF MEIS2 MFAP2 NES NOTCH1 PDGFRB PPP1R13L PTN RARB RBP4 RBPJ SLC9A3R1 SMOC1 SOX11 TBX2 TENM3 TGFB2 VEGFA WNT16	0.00163236918766375	0.0603112840466926
lung development	GO:0030324	CELSR1 CHI3L1 FGF1 FGF7 HEG1 HES1 LOXL3 MYOCD NFIB NOTCH1 PDGFRB PTN RBP4 RBPJ SOX11 VEGFA	0.00166135544473635	0.0946745562130177
epidermal cell differentiation	GO:0009913	CDH3 DSG2 DSP FLG HES1 JAG1 JUP KRT14 KRT18 KRT19 KRT34 KRT7 KRT81 NOTCH1 PPL RBPJ SLC9A3R1 WNT16	0.0016884284960294	0.0517241379310345
reproductive system development	GO:0061458	BRIP1 DCN FZD4 GJA1 HES1 ID4 IGF2 INHBA ITGB8 KRT19 MYOCD NOTCH1 NR2F2 PDGFRB PHLDA2 PLCD1 PTGIS RBP4 RBPJ SDC1 SERPINE2 SPP1 SULF1 TBX3 TCF7 TGFB2 VEGFA	0.00170204811199715	0.0626450116009281
negative regulation of cell death	GO:0060548	AATF ACKR3 AMIGO2 ARNT2 ATF5 CAMK1D CLU COMP CRLF1 CXCL12 DAPK1 EYA2 F2R GAS6 GDNF HGF HMOX1 HSPA1A HSPB1 IER3 IFI6 ILK ITGA5 ITGA6 KRT18 LGMN MYOCD NDNF NES NOTCH1 PDGFRB RARB SERPINB2 SLC25A4 SOX11 SOX4 SPHK1 TBX3 TCF7 UNC5B VEGFA WISP1 WISP2 WNT16	0.00171119241914694	0.0482456140350877
neuroepithelial cell differentiation	GO:0060563	FAM20C HES1 JAG1 NOTCH1 RBPJ SLC9A3R1 SOX11 SOX4	0.00174196201571933	0.166666666666667
regulation of cell adhesion	GO:0030155	AJAP1 ARHGDIB ASS1 C1QTNF1 CD24 CD36 CD4 CD9 CXCL12 DPP4 FBLN1 FZD4 FZD7 GBP1 HES1 IGF2 ILK ITGA5 ITGA6 KIF26B LAMA2 LOXL3 LRRC32 NDNF NOTCH1 PLXND1 POSTN PRKG1 PTN RAC2 RASGRP1 S100A10 SERPINE2 TGFB2 VCAM1 VEGFA	0.00184268368521571	0.055045871559633
localization	GO:0051179	A2M ABCB9 ABCC3 ACKR3 ADAMTS12 AKAP12 ANKRD1 ANO3 ARHGDIB ATP13A3 AUTS2 B2M BST2 C1QTNF1 CACNA1A CADM1 CAMK1D CBLB CCKAR CD24 CD36 CD4 CD9 CDA CDH3 CELSR1 CEMIP CENPE CHI3L1 CLEC3B CLIC3 CLU CMKLR1 COL18A1 COLEC12 CORIN CPE CRABP2 CSNK2B CSPG4 CTSC CXCL12 CYGB DAPK1 DCN DDIT4 DDX39B DMD DNER DOCK10 DPP4 DPYSL3 DSG2 DSP EDNRA EMB ENDOD1 ENPP2 EPB41L3 EPHA4 EPHA5 EYA2 F2R FBLN1 FGF1 FGF7 FHL1 FLRT2 FLT1 FOXE1 FZD4 FZD7 GALNS GAS6 GBP1 GCNT1 GDNF GJA1 GPC6 HES1 HGF HMOX1 HSPA1A HSPA2 HSPB1 ID4 IFITM1 IGF2 IGFBP3 IL16 ILK INHBA ISLR ITGA1 ITGA11 ITGA5 ITGA6 ITGB3 ITPR3 JAG1 JPH2 JUP KCNE4 KCNK15 KCNK2 KCNMA1 KCNMB1 KRT18 LAMA2 LASP1 LDB2 LGALS3BP LOXL3 LPAR1 LRRC15 LRRC32 LTBP2 MALL MCAM MGAM MME MMP1 MX2 MYLK MYOCD NBL1 NDNF NHSL1 NOTCH1 NR2F2 NRP2 OXTR PALM PCDH7 PDGFC PDGFRB PEAR1 PHLDA2 PID1 PIEZO2 PLXNA2 PLXND1 POSTN PRG4 PRKG1 PSME2 PTGDS PTN RAC2 RASGRP1 RBP4 RBPJ RELN S100A10 SCN9A SDC1 SDC2 SEMA3C SEPT5 SERINC2 SERPINE2 SGIP1 SIK1 SLC14A1 SLC22A15 SLC24A3 SLC25A23 SLC25A4 SLC38A1 SLC5A3 SLC6A6 SLC7A8 SLC9A3R1 SMYD3 SOX11 SOX4 SPHK1 SPP1 STARD4 SULF1 SULF2 SUSD2 SYNE3 SYT7 TBC1D3C TBC1D3D TBX3 TGFB2 THBD TINAGL1 TNFAIP6 TNS1 TRH TRIB3 TRPC4 TRPC6 TRPS1 TRPV2 TUBB VCAM1 VCL VEGFA VLDLR VPS52 WNK4	0.00184268368521571	0.0330325491459878
negative regulation of cellular component movement	GO:0051271	ARHGDIB BST2 CSNK2B CXCL12 CYGB DCN DPYSL3 FBLN1 HMOX1 IFITM1 IGFBP3 ILK MYOCD NBL1 NOTCH1 NR2F2 PTN SLC9A3R1 SULF1 VCL	0.00195559989160027	0.0790513833992095
protein phosphorylation	GO:0006468	ACKR3 ADM2 BMP8B C1QTNF1 CAMK1D CBLB CD24 CD36 CD4 CEMIP CENPE CHI3L1 CLU CRLF1 CSNK2B CSPG4 DAPK1 DCN DDIT4 DMD ENPP2 EPHA4 EPHA5 F2R FAM129A FAM20A FAM20C FBLN1 FGF1 FGF7 FLRT2 FLT1 FZD4 FZD7 GAS6 GBP1 GDNF HES1 HGF HSPA2 HSPB1 IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGB3 LPAR1 LRRC15 MYLK MYOCD NOTCH1 NR2F2 OXTR PDGFC PDGFRB PID1 PODNL1 PSME2 RAC2 RASGRP1 RELN RGS4 RPS6KA2 SIK1 SLC9A3R1 SMYD3 SPHK1 SPRY4 STK32B STK38L TGFB2 TRIB3 TRPC6 VEGFA VLDLR WNK4 WNT16	0.00203737040625626	0.0424959655728886
respiratory tube development	GO:0030323	CELSR1 CHI3L1 FGF1 FGF7 HEG1 HES1 LOXL3 MYOCD NFIB NOTCH1 PDGFRB PTN RBP4 RBPJ SOX11 VEGFA	0.00215306583208487	0.092485549132948
limb development	GO:0060173	COMP CRABP2 ITGA6 NOTCH1 NR2F2 PBX1 PITX1 PLXNA2 RARB SEMA3C SMOC1 SOX11 SOX4 TBX2 TBX3 TGFB2	0.00215306583208487	0.0941176470588235
striated muscle cell development	GO:0055002	ANKRD1 CFL2 DDX39B DMD DNER FHOD3 KRT19 LDB3 LMOD1 PDGFRB SDC1 SMYD3 TBX3 VEGFA	0.00220172049039328	0.102189781021898
regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	GO:0003256	MYOCD NOTCH1 RBPJ TBX2	0.002249604281182	0.571428571428571
glial cell proliferation	GO:0014009	CLU HES1 NOTCH1 PENK PTN SOX11 SOX4	0.00228175952095219	0.194444444444444
ascending aorta morphogenesis	GO:0035910	HES1 SOX4 TGFB2	0.00237459743184559	0.75
connective tissue development	GO:0061448	ACTA2 ADAMTS12 BMP8B CHI3L1 COL11A1 COMP ID4 ITGB8 LUM MAF NFIB NOTCH1 PDGFRB PITX1 RARB SULF1 SULF2 TRPS1	0.0024207468586449	0.0786026200873362
